PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	WINTER, RM				WINTER, RM			POPULATION-GENETICS IMPLICATIONS OF THE PREMUTATION HYPOTHESIS FOR THE GENERATION OF THE FRAGILE X-MENTAL RETARDATION GENE	HUMAN GENETICS																															0340-6717					MAR	1987	75	3					269	271		10.1007/BF00281072	http://dx.doi.org/10.1007/BF00281072								3557451					WOS:A1987G451800014
J	MACCLUER, JW				MACCLUER, JW			MONTE CARLO METHODS IN HUMAN POPULATION GENETICS - A COMPUTER MODEL INCORPORATING AGE-SPECIFIC BIRTH AND DEATH RATES	AMERICAN JOURNAL OF HUMAN GENETICS																															0002-9297						1967	19	3P1					303	&											6026585					WOS:A19679607300008
J	Tordai, A; Klein, I; Rajczy, K; Penzes, M; Sarkadi, B; Varadi, A				Tordai, A; Klein, I; Rajczy, K; Penzes, M; Sarkadi, B; Varadi, A			Prevalence of factor V Leiden (Arg506Gln) in Hungary	BRITISH JOURNAL OF HAEMATOLOGY																	Varadi, Andras/A-2055-2012														0007-1048					NOV	1997	99	2					466	467											9375776					WOS:A1997YG53500043
C	EPPERSON, BK		Adams, WT; Strauss, SH; Copes, DL; Griffin, AR		EPPERSON, BK			SPATIAL STRUCTURE OF GENETIC-VARIATION WITHIN POPULATIONS OF FOREST TREES	POPULATION GENETICS OF FOREST TREES	FORESTRY SCIENCES				INTERNATIONAL SYMP ON POPULATION GENETICS OF FOREST TREES	JUL 31-AUG 02, 1990	CORVALLIS, OR	INT UNION FORESTRY RES ORG, OREGON STATE UNIV, FOREST SCI DEPT, USDA FOREST SERV, PACIFIC NW RES STN																									0-7923-1857-9				1992	42						257	278																WOS:A1992BX26F00012
J	MARUYAMA, T; FUERST, PA				MARUYAMA, T; FUERST, PA			POPULATION BOTTLENECKS AND NONEQUILIBRIUM MODELS IN POPULATION-GENETICS .1. ALLELE NUMBERS WHEN POPULATIONS EVOLVE FROM ZERO VARIABILITY	GENETICS																	Fuerst, Paul A/I-3772-2012	Fuerst, Paul A/0000-0001-8905-0546													0016-6731	1943-2631					1984	108	3					745	763											6500263					WOS:A1984TP42700018
J	Tatarinova, TV; Tabikhanova, LE; Eslami, G; Bai, HH; Orlov, YL				Tatarinova, Tatiana V.; Tabikhanova, Ludmila E.; Eslami, Gilda; Bai, Haihua; Orlov, Yuriy L.			Genetics research at the "Centenary of human population genetics" conference and SBB-2019	BMC GENETICS																	Orlov, Yuriy L/F-1520-2013; Tatarinova, Tatiana/AAH-1915-2020; Tatarinova, Tatiana Valerievna/AAU-4719-2021	Orlov, Yuriy L/0000-0003-0587-1609; Tatarinova, Tatiana/0000-0003-1787-1112; Eslami, Gilda/0000-0002-4521-4059													1471-2156					OCT 22	2020	21			1	SI				109	10.1186/s12863-020-00906-7	http://dx.doi.org/10.1186/s12863-020-00906-7								33092531					WOS:000586412800001
J	Ratto, CD; Soto-Calle, VE; Erhart, A; Van den Eede, P; Torres, E; Sanchez-Martinez, L; Contreras-Mancilla, J; Rosanas-Urgell, A; Ferrucci, HR; Llanos-Cuentas, A; D'Alessandro, U; Van Geertruyden, JP; Vilela, DG				Delgado Ratto, Christopher; Soto-Calle, Veronica E.; Erhart, Annette; Van den Eede, Peter; Torres, Eliana; Sanchez-Martinez, Luis; Contreras-Mancilla, Juan; Rosanas-Urgell, Anna; Rodriguez Ferrucci, Hugo; Llanos-Cuentas, Alejandro; D'Alessandro, Umberto; Van Geertruyden, Jean-Pierre; Gamboa Vilela, Dionicia			DISTINGUISHING AMONG PLASMODIUM VIVAX RELAPSES AND NEW INFECTIONS IN A LOW ENDEMIC AREA: A POPULATION GENETICS APPROACH	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE					68th Annual Meeting of the American-Society-for-Tropical-Medicine-and-Hygiene (ASTMH)	NOV 20-24, 2019	National Harbor, MD	Amer Soc Trop Med & Hyg, Bill & Melinda Gates Fdn, Bavarian Nord, GSK, Takeda, Integrum Sci, Celgene, Vulcan, Plos Neglected Trop Dis, Elsevier																							0002-9637	1476-1645					2019	101			5		342	105	105																WOS:000507364502342
J	Hansen, MHH; Young, S; Jorgensen, HBH; Pascal, C; Henryon, M; Seeb, J				Hansen, Mette H. H.; Young, Sewall; Jorgensen, Hanne B. H.; Pascal, Carita; Henryon, Mark; Seeb, James			Assembling a dual purpose TaqMan-based panel of single-nucleotide polymorphism markers in rainbow trout and steelhead (Oncorhynchus mykiss) for association mapping and population genetics analysis	MOLECULAR ECOLOGY RESOURCES																															1755-098X	1755-0998				MAR	2011	11			1			67	70		10.1111/j.1755-0998.2010.02978.x	http://dx.doi.org/10.1111/j.1755-0998.2010.02978.x								21429163					WOS:000287485100006
J	Altukhov, YP; Salmenkova, EA				Altukhov, YP; Salmenkova, EA			DNA polymorphism in population genetics	RUSSIAN JOURNAL OF GENETICS																															1022-7954	1608-3369				SEP	2002	38	9					989	1008		10.1023/A:1020288812170	http://dx.doi.org/10.1023/A:1020288812170													WOS:000178080900001
J	Catalan, P				Catalan, Pilar			Pilar Catalan	NEW PHYTOLOGIST																	Catalan, Pilar/N-7641-2014														0028-646X	1469-8137				SEP	2020	227	6			SI		1615	1617		10.1111/nph.16825	http://dx.doi.org/10.1111/nph.16825								33439496					WOS:000560026200006
J	Driver, RJ; McRae, SB				Driver, Robert J.; McRae, Susan B.			Considering Instructional Approach & Question Design with the Hardy-Weinberg Principle	AMERICAN BIOLOGY TEACHER																		McRae, Susan/0000-0003-3209-4710													0002-7685	1938-4211				MAR	2021	83	3					191	194		10.1525/abt.2021.83.3.191	http://dx.doi.org/10.1525/abt.2021.83.3.191													WOS:000642098900012
J	Giraud, T; Enjalbert, J; Fournier, E; Delmotte, F; Dutech, C				Giraud, T.; Enjalbert, J.; Fournier, E.; Delmotte, F.; Dutech, C.			Population genetics of fungal diseases of plants	PARASITE																	Delmotte, Francois/B-4728-2013	Delmotte, Francois/0000-0002-7138-8239; Delmotte, Franck/0000-0002-6769-6204; Giraud, Tatiana/0000-0002-2685-6478													1252-607X	1776-1042				SEP	2008	15	3					449	454		10.1051/parasite/2008153449	http://dx.doi.org/10.1051/parasite/2008153449								18814721					WOS:000258945000043
J	Fan, SL; Shen, CM; Wang, F; Ma, J; Wang, HD; Yang, G; Qin, HX; Xie, T; Li, SB; Yan, JW; Liu, Y				Fan, Shuan-liang; Shen, Chun-mei; Wang, Fang; Ma, Jun; Wang, Hong-dan; Yang, Guang; Qin, Hai-xia; Xie, Tong; Li, Shao-bo; Yan, Jiang-wei; Liu, Yao			Population genetics polymorphisms on 17 autosomal STRs from Chinese Bai ethnic minority group	FORENSIC SCIENCE INTERNATIONAL-GENETICS																															1872-4973					JAN	2012	6	1					E22	E23		10.1016/j.fsigen.2010.12.014	http://dx.doi.org/10.1016/j.fsigen.2010.12.014								21282080					WOS:000298136900010
J	Bonhomme, M; Crouau-Roy, B; Blancher, A				Bonhomme, M.; Crouau-Roy, B.; Blancher, A.			Detecting the signature of selection in the MHC of primate populations using neutral models of population genetics	TISSUE ANTIGENS					22nd European Immunogenetics and Histocompatibility Conference	APR 02-05, 2008	Toulouse, FRANCE										Bonhomme, Maxime/AAK-3263-2020	Bonhomme, Maxime/0000-0002-1210-4777													0001-2815					APR	2008	71	4				P183	354	354																WOS:000254629500239
J	FEVOLDEN, SE; GARNER, SP				FEVOLDEN, SE; GARNER, SP			POPULATION-GENETICS OF MYTILUS-EDULIS (L) FROM OSLOFJORDEN, NORWAY, IN OIL-POLLUTED AND NON OIL-POLLUTED WATER	SARSIA																															0036-4827						1986	71	3-4					247	257		10.1080/00364827.1986.10419694	http://dx.doi.org/10.1080/00364827.1986.10419694													WOS:A1986E516200006
J	HEIDE, KG; PETERSEN, N				HEIDE, KG; PETERSEN, N			POPULATION GENETICS OF 6-PHOSPHOGLUCONATE DEHYDROGENASE (E.C.1.1.1.44) IN SCHLESWIG-HOLSTEIN (NORTHERN GERMANY)	ZEITSCHRIFT FUR RECHTSMEDIZIN-JOURNAL OF LEGAL MEDICINE																															0044-3433						1973	72	2					121	123		10.1007/BF02077215	http://dx.doi.org/10.1007/BF02077215								4733604					WOS:A1973P502300005
J	BUROKER, NE				BUROKER, NE			POPULATION-GENETICS OF THE AMERICAN OYSTER CRASSOSTREA-VIRGINICA ALONG THE ATLANTIC COAST AND THE GULF OF MEXICO	MARINE BIOLOGY																															0025-3162						1983	75	1					99	112		10.1007/BF00392635	http://dx.doi.org/10.1007/BF00392635													WOS:A1983RB71300012
J	SENN, S				SENN, S			ON A NON-LINEAR ELLIPTIC EIGENVALUE PROBLEM WITH NEUMANN BOUNDARY-CONDITIONS, WITH AN APPLICATION TO POPULATION-GENETICS	COMMUNICATIONS IN PARTIAL DIFFERENTIAL EQUATIONS																															0360-5302						1983	8	11					1199	1228		10.1080/03605308308820300	http://dx.doi.org/10.1080/03605308308820300													WOS:A1983RM17900002
J	Elhaik, E				Elhaik, Eran			Editorial: Population Genetics of Worldwide Jewish People	FRONTIERS IN GENETICS																	Elhaik, Eran/H-6838-2019	Elhaik, Eran/0000-0003-4795-1084													1664-8021					JUL 28	2017	8								101	10.3389/fgene.2017.00101	http://dx.doi.org/10.3389/fgene.2017.00101								28804494					WOS:000406600800001
J	YOUNG, JPW				YOUNG, JPW			RHIZOBIUM POPULATION-GENETICS - ENZYME POLYMORPHISM IN ISOLATES FROM PEAS, CLOVER, BEANS AND LUCERNE GROWN AT THE SAME SITE	JOURNAL OF GENERAL MICROBIOLOGY																	Young, Peter/C-1446-2012	Young, Peter/0000-0001-5259-4830													0022-1287						1985	131	SEP					2399	2408																WOS:A1985AQY5300036
J	OHNISHI, O				OHNISHI, O			POPULATION-GENETICS OF CULTIVATED COMMON BUCKWHEAT, FAGOPYRUM-ESCULENTUM MOENCH .1. FREQUENCY OF CHLOROPHYLL-DEFICIENT MUTANTS IN JAPANESE POPULATIONS	JAPANESE JOURNAL OF GENETICS																															0021-504X						1982	57	6					623	639		10.1266/jjg.57.623	http://dx.doi.org/10.1266/jjg.57.623													WOS:A1982PX70200002
J	TEMPLETON, AR; CARSON, HL; SING, CF				TEMPLETON, AR; CARSON, HL; SING, CF			POPULATION GENETICS OF PARTHENOGENETIC STRAINS OF DROSOPHILA-MERCATORUM 2 .2. CAPACITY FOR PARTHENOGENESIS IN A NATURAL, BISEXUAL POPULATION	GENETICS																	Templeton, Alan R./F-5963-2011	Sing, Charles/0000-0001-5872-7956; Templeton, Alan/0000-0002-0167-845X													0016-6731						1976	82	3					527	542											1269907					WOS:A1976BM68800011
J	He, J; Guo, F				He, Juan; Guo, Fei			Population genetics of 17 Y-STR loci in Chinese Manchu population from Liaoning Province, Northeast China	FORENSIC SCIENCE INTERNATIONAL-GENETICS																															1872-4973					MAY	2013	7	3					E84	E85		10.1016/j.fsigen.2012.12.006	http://dx.doi.org/10.1016/j.fsigen.2012.12.006								23357833					WOS:000318061400013
J	Taylor, AC; Cooper, DW				Taylor, AC; Cooper, DW			Microsatellite markers for the Phalangerid marsupial, the common brushtail possum (Trichosurus vulpecula)	MOLECULAR ECOLOGY																	Taylor, Andrea/B-5795-2009														0962-1083					DEC	1998	7	12					1780	1782		10.1046/j.1365-294x.1998.00517.x	http://dx.doi.org/10.1046/j.1365-294x.1998.00517.x								9859208					WOS:000077571200018
J	BUROKER, N; MACLAREN, D; DAY, J; SWEENY, K; SCOTT, CR				BUROKER, N; MACLAREN, D; DAY, J; SWEENY, K; SCOTT, CR			POPULATION-GENETICS OF THE D1S7, D2S44 AND D14S13 VNTR LOCI AMONG ASIAN, BLACK, CAUCASIAN AND HISPANIC RACIAL GROUPS	AMERICAN JOURNAL OF HUMAN GENETICS																															0002-9297					OCT	1991	49	4		S			499	499																WOS:A1991GR30902846
J	Sekino, M; Hara, M				Sekino, M; Hara, M			Application of microsatellite markers to population genetics studies of Japanese flounder paralichthys olivaceus (vol 3, pg 572, 2002)	MARINE BIOTECHNOLOGY																															1436-2228					MAR-APR	2002	4	2					206	206																WOS:000175402800015
J	LUI, R				LUI, R			A NON-LINEAR INTEGRAL OPERATOR ARISING FROM A MODEL IN POPULATION-GENETICS .2. INITIAL DATA WITH COMPACT SUPPORT	SIAM JOURNAL ON MATHEMATICAL ANALYSIS																															0036-1410						1982	13	6					938	953		10.1137/0513065	http://dx.doi.org/10.1137/0513065													WOS:A1982PN62600003
J	Osada, N				Osada, Naoki			Extracting population genetics information from a diploid genome sequence	FRONTIERS IN ECOLOGY AND EVOLUTION																	Osada, Naoki/J-3790-2019	Osada, Naoki/0000-0003-0180-5372													2296-701X						2014	2								7	10.3389/fevo.2014.00007	http://dx.doi.org/10.3389/fevo.2014.00007													WOS:000517755700006
J	HILBURN, LR				HILBURN, LR			POPULATION-GENETICS OF CHIRONOMUS-STIGMATERUS SAY (DIPTERA, CHIRONOMIDAE) .2. PROTEIN VARIABILITY IN POPULATIONS OF THE SOUTHWESTERN UNITED-STATES	EVOLUTION																															0014-3820	1558-5646					1980	34	4					696	704		10.2307/2408023	http://dx.doi.org/10.2307/2408023								28563978					WOS:A1980KC79200008
J	KUROKAWA, H				KUROKAWA, H			POPULATION GENETICS ON 3 RACES OF DROSOPHILA AURARIA PENG .2. SEXUAL ISOLATION AMONG STRAINS WITHIN A RACE C	JAPANESE JOURNAL OF GENETICS																															0021-504X						1963	38	1					1	&		10.1266/jjg.38.1	http://dx.doi.org/10.1266/jjg.38.1													WOS:A19637456B00004
J	Reding-Bernal, A; Vargas-Romero, JA; Amancio-Chassin, O; Leon-Hernandez, M; Serratos-Canales, F; Arellano-Plancarte, A; Comuzzie, A; Kent, JW; Lopez-Alvarenga, JC				Reding-Bernal, A.; Vargas-Romero, J. A.; Amancio-Chassin, O.; Leon-Hernandez, M.; Serratos-Canales, F.; Arellano-Plancarte, A.; Comuzzie, A.; Kent, J. W.; Lopez-Alvarenga, J. C.			GERD symptoms have familial heritability and genetic correlation with markers of inflammation. Population genetics analysis with extended families	NEUROGASTROENTEROLOGY AND MOTILITY																															1350-1925					SEP	2013	25			1	SI	86	28	28																WOS:000324916600086
B	Schwartz, MK; Luikart, G; McKelvey, KS; Cushman, SA		Cushman, SA; Huettmann, F		Schwartz, Michael K.; Luikart, Gordon; McKelvey, Kevin S.; Cushman, Samuel A.			Landscape Genomics: A Brief Perspective	SPATIAL COMPLEXITY, INFORMATICS, AND WILDLIFE CONSERVATION																		Luikart, Gordon/0000-0001-8697-0582															978-4-431-87770-7				2010							165	174		10.1007/978-4-431-87771-4_9	http://dx.doi.org/10.1007/978-4-431-87771-4_9	10.1007/978-4-431-87771-4												WOS:000274569600009
J	KING, DPF; FERGUSON, A; MOFFETT, IJJ				KING, DPF; FERGUSON, A; MOFFETT, IJJ			ASPECTS OF THE POPULATION-GENETICS OF HERRING, CLUPEA-HARENGUS, AROUND THE BRITISH-ISLES AND IN THE BALTIC SEA	FISHERIES RESEARCH																		Ferguson, Andrew/0000-0001-5459-9985													0165-7836					NOV	1987	6	1					35	52		10.1016/0165-7836(87)90005-1	http://dx.doi.org/10.1016/0165-7836(87)90005-1													WOS:A1987L135200004
J	HASTINGS, A				HASTINGS, A			MULTILOCUS POPULATION-GENETICS WITH WEAK EPISTASIS .2. EQUILIBRIUM PROPERTIES OF MULTILOCUS MODELS - WHAT IS THE UNIT OF SELECTION	GENETICS																	Hastings, Alan/O-6864-2019; Hastings, Alan/A-7423-2008	Hastings, Alan/0000-0002-0717-8026; 													0016-6731					JAN	1986	112	1					157	171											3943708					WOS:A1986AWN0100011
B	Sturm, RA	Frudakis, TN			Sturm, Richard A.	Frudakis, TN		FORENSIC DNA ANALYSIS: FROM MODEST BEGINNINGS TO MOLECULAR PHOTOFITTING, GENICS, GENETICS, GENOMICS, AND THE PERTINENT POPULATION GENETICS PRINCIPLES	MOLECULAR PHOTOFITTING: PREDICTING ANCESTRY AND PHENOTYPE USING DNA																																	978-0-08-055137-1; 978-0-12-088492-6				2008							1	34																WOS:000327996300003
J	BEVERLEYBURTON, M; NYMAN, OL; PIPPY, JHC				BEVERLEYBURTON, M; NYMAN, OL; PIPPY, JHC			MORPHOLOGY, AND SOME OBSERVATIONS ON POPULATION-GENETICS OF ANISAKIS-SIMPLEX LARVAE (NEMATODA-ASCARIDATA) FROM FISHES OF NORTH-ATLANTIC	JOURNAL OF THE FISHERIES RESEARCH BOARD OF CANADA																																					1977	34	1					105	112		10.1139/f77-012	http://dx.doi.org/10.1139/f77-012													WOS:A1977CT39800012
J	WALTER, H; NEUMANN, S; NEMESKERI, J				WALTER, H; NEUMANN, S; NEMESKERI, J			POPULATION-GENETICS OF THE DISTRIBUTION OF HEMOGLOBIN-S AND GLUCOSE-6-PHOSPHATE-DEHYDROGENASE DEFICIENCY IN BODROGKOZ (NORTHEASTERN HUNGARY)	HUMANGENETIK																																					1965	1	7					651	657											5869487					WOS:A1965CLE5800007
J	Arnaiz-Villena, A; Enriquez-de-Salamanca, M; Areces, C; Alonso-Rubio, J; Abd-El-Fatah-Khalil, S; Fernandez-Honrado, M; Rey, D				Arnaiz-Villena, Antonio; Enriquez-de-Salamanca, Mercedes; Areces, Cristina; Alonso-Rubio, Javier; Abd-El-Fatah-Khalil, Sedeka; Fernandez-Honrado, Mercedes; Rey, Diego			HLA-G*01:05N NULL ALLELE IN MAYANS (GUATEMALA) AND UROS (TITIKAKA LAKE, PERU): EVOLUTION AND POPULATION GENETICS	TISSUE ANTIGENS					27th Annual EFI European Immunogenetics and Histocompatibility Conference	MAY 11-14, 2013	Maastricht, NETHERLANDS	EFI																							0001-2815					MAY	2013	81	5					370	370																WOS:000318523600263
J	SCHOPF, TJM; GOOCH, JL				SCHOPF, TJM; GOOCH, JL			NATURAL EXPERIMENT IN POPULATION GENETICS OF A MARINE ECTOPROCT SUGGESTING CHANGES IN GENE FREQUENCIES WITH CHANGES IN TEMPERATURE	BIOLOGICAL BULLETIN																															0006-3185						1970	139	2					435	&																WOS:A1970H793600084
J	Batal, K; Shah, E; Kitties, RA				Batal, Ken; Shah, Ebony; Kitties, Rick A.			Population genetics analysis of prostate cancer GWAS SNPs to evaluate West African genetic ancestry as a risk factor	CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION																															1055-9965	1538-7755				NOV	2014	23	11		S		B14				10.1158/1538-7755.DISP13-B14	http://dx.doi.org/10.1158/1538-7755.DISP13-B14													WOS:000359846600083
B	de Meeus, T; Prugnolle, F		Tibayrenc, M		de Meeus, Thierry; Prugnolle, Franck			Clonal Evolution	GENETICS AND EVOLUTION OF INFECTIOUS DISEASES																																	978-0-12-384891-8; 978-0-12-384890-1				2011							133	146		10.1016/B978-0-12-384890-1.00005-4	http://dx.doi.org/10.1016/B978-0-12-384890-1.00005-4													WOS:000317831700007
J	Cushman, SA				Cushman, Samuel A.			Grand challenges in evolutionary and population genetics: the importance of integrating epigenetics, genomics, modeling, and experimentation	FRONTIERS IN GENETICS																															1664-8021					JUL 8	2014	5								197	10.3389/fgene.2014.00197	http://dx.doi.org/10.3389/fgene.2014.00197								25071827					WOS:000347217700001
B	Jobling, M; Hollox, E; Hurles, M; Kivisild, T; Tyler-Smith, C	Jobling, M; Hollox, E; Hurles, M; Kivisild, T; TylerSmith, C			Jobling, Mark; Hollox, Edward; Hurles, Matthew; Kivisild, Toomas; Tyler-Smith, Chris	Jobling, M; Hollox, E; Hurles, M; Kivisild, T; TylerSmith, C		MAKING INFERENCES FROM DIVERSITY	HUMAN EVOLUTIONARY GENETICS, SECOND EDITION																	Kivisild, Toomas/P-5889-2017	Kivisild, Toomas/0000-0002-6297-7808															978-0-8153-4148-2				2014							167	223																WOS:000322846800006
S	Sheremeta, L; Knoppers, BM		Phillips, PWB; Onwuekwe, CB		Sheremeta, Lorraine; Knoppers, Bartha Maria			BEYOND THE RHETORIC: POPULATION GENETICS AND BENEFIT-SHARING	ACCESSING AND SHARING THE BENEFITS OF THE GENOMICS REVOLUTION	International Library of Environmental Agricultural and Food Ethics																														1570-3010		978-1-4020-5822-6				2007	11						157	182				10.1007/978-1-4020-5822-6												WOS:000269687300008
S	Tinsley, CR; Perrin, A; Borezee, E; Nassif, X		Clark, VL; Bavoil, PM		Tinsley, CR; Perrin, A; Borezee, E; Nassif, X			Neisseria microarrays	BACTERIAL PATHOGENESIS, PT C: IDENTIFICATION, REGULATION, AND FUNCTION OF VIRULENCE FACTORS	Methods in Enzymology																														0076-6879		0-12-182261-3				2002	358						188	207											12474388					WOS:000179914700014
J	Snyder, LH				Snyder, Laurence H.			GENETIC AND SOCIAL SIGNIFICANCE OF DIFFERENTIAL FERTILITY II. A STATEMENT OF GENERAL PRINCIPLES AND CONCEPTS OF POPULATION GENETICS	MILBANK MEMORIAL FUND QUARTERLY																																				OCT	1947	25	4					367	372		10.2307/3348043	http://dx.doi.org/10.2307/3348043													WOS:000204495000004
J	Anthony, N; Clifford, S; Jeffery, K; Johnson-Bawe, M; Abernethy, K; White, L; Tutin, C; Wickings, J; Bruford, M				Anthony, N.; Clifford, S.; Jeffery, K.; Johnson-Bawe, M.; Abernethy, K.; White, L.; Tutin, C.; Wickings, J.; Bruford, M.			Molecular phylogeography of western lowland gorillas: Inferences from mitochondrial and nuclear Microsatellite data	FOLIA PRIMATOLOGICA																	Bruford, Michael W/D-3750-2009; Jeffery, Kathryn J/G-2530-2013; Anthony, Nicola/AAI-7280-2021	Bruford, Michael W/0000-0001-6357-6080; Jeffery, Kathryn J/0000-0002-2632-0008; 													0015-5713						2004	75			1		402	232	232																WOS:000203407800401
J	SINISCALCO, M; BERNINI, L; FILIPPI, G; LATTE, B; KHAN, PM; PIOMELLI, S; RATTAZZI, M				SINISCALCO, M; BERNINI, L; FILIPPI, G; LATTE, B; KHAN, PM; PIOMELLI, S; RATTAZZI, M			POPULATION GENETICS OF HAEMOGLOBIN VARIANTS THALASSAEMIA AND GLUCOSE-6-PHOSPHATE DEHYDROGENASE DEFICIENCY WITH PARTICULAR REFERENCE TO MALARIA HYPOTHESIS	BULLETIN OF THE WORLD HEALTH ORGANIZATION																															0042-9686	1564-0604					1966	34	3					379	+											5296398					WOS:A19667993800006
J	ANDERSON, WW; LEVINE, L; OLVERA, O; POWELL, JR; DELAROSA, ME; SALCEDA, VM; GASO, MI; GUZMAN, J				ANDERSON, WW; LEVINE, L; OLVERA, O; POWELL, JR; DELAROSA, ME; SALCEDA, VM; GASO, MI; GUZMAN, J			POPULATION-GENETICS OF MEXICAN DROSOPHILA EVIDENCE FOR SELECTION BY MALE MATING SUCCESS IN NATURAL-POPULATIONS OF DROSOPHILA-PSEUDOOBSCURA	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																															0027-8424						1979	76	3					1519	1523		10.1073/pnas.76.3.1519	http://dx.doi.org/10.1073/pnas.76.3.1519								286338					WOS:A1979GP42700111
J	DUGGLEBY, CR				DUGGLEBY, CR			BLOOD-GROUP ANTIGENS AND POPULATION-GENETICS OF MACACA-MULATTA ON CAYO-SANTIAGO .1. GENETIC DIFFERENTIATION OF SOCIAL-GROUPS	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY																															0002-9483						1978	48	1					35	40		10.1002/ajpa.1330480107	http://dx.doi.org/10.1002/ajpa.1330480107													WOS:A1978EH78900006
J	MOORJANKOWSKI, J				MOORJANKOWSKI, J			ISO-ANTIGENS OF HUMAN TISSUE CELLS IN CULTURES - GENETIC MARKERS FOR STUDY OF POPULATION GENETICS OF TISSUE CELLS	JOURNAL DE GENETIQUE HUMAINE																															0021-7743						1963	12	1					88	&											14076431					WOS:A19635133B00005
J	Guo, F				Guo, Fei			Population genetics for 17 Y-STR loci in Hui ethnic minority from Liaoning Province, Northeast China	FORENSIC SCIENCE INTERNATIONAL-GENETICS																															1872-4973	1878-0326				MAY	2017	28						E36	E37		10.1016/j.fsigen.2017.02.011	http://dx.doi.org/10.1016/j.fsigen.2017.02.011								28256335					WOS:000401101900013
J	Freeland, JR; Jones, CS; Noble, LR; Okamura, B				Freeland, JR; Jones, CS; Noble, LR; Okamura, B			Polymorphic microsatellite loci identified in the highly clonal freshwater bryozoan Cristatella mucedo	MOLECULAR ECOLOGY																	Freeland, Joanna/AAY-3881-2021	Freeland, Joanna/0000-0002-5251-7680; Noble, leslie/0000-0003-3076-0759													0962-1083					FEB	1999	8	2					341	342											10065552					WOS:000078792300022
J	HILBURN, LR				HILBURN, LR			POPULATION-GENETICS OF CHIRONOMUS-STIGMATERUS SAY (DIPTERA, CHIRONOMIDAE) .1. CYTOGENETIC VARIABILITY IN POPULATIONS OF THE SOUTHWESTERN UNITED-STATES	HEREDITY																															0018-067X						1979	43	OCT					219	&		10.1038/hdy.1979.77	http://dx.doi.org/10.1038/hdy.1979.77													WOS:A1979JC34700007
B	Landguth, E; Cushman, SA; Balkenhol, N		Balkenhol, N; Cushman, SA; Storfer, AT; Waits, LP		Landguth, Erin; Cushman, Samuel A.; Balkenhol, Niko			SIMULATION MODELING IN LANDSCAPE GENETICS	LANDSCAPE GENETICS: CONCEPTS, METHODS, APPLICATIONS																	Landguth, Erin/ABB-8941-2020																978-1-118-52529-6; 978-1-118-52525-8; 978-1-118-52528-9				2016							101	113				10.1002/9781118525258												WOS:000468396500006
J	Holsinger, KE				Holsinger, Kent E.			Next generation population genetics and phylogeography	MOLECULAR ECOLOGY																	Holsinger, Kent/A-7435-2009	Holsinger, Kent/0000-0003-4312-3804													0962-1083					JUN	2010	19	12					2361	2363		10.1111/j.1365-294X.2010.04667.x	http://dx.doi.org/10.1111/j.1365-294X.2010.04667.x								20636890					WOS:000278624000001
J	D'Arcangelo, K; Rahman, A; Miles, TD; Quesada-Ocampo, LM				D'Arcangelo, K.; Rahman, A.; Miles, T. D.; Quesada-Ocampo, L. M.			Leveraging population genetics to develop disease control practices: A study in crop-specific management of cucurbit downy mildew	PHYTOPATHOLOGY					American-Phytopathological-Society (APS) Annual Meeting	AUG 10-14, 2020	ELECTR NETWORK	Amer Phytopathol Soc																							0031-949X	1943-7684				DEC	2020	110	12		S			203	204																WOS:000703678400745
J	SVAB, J				SVAB, J			POSSIBLE METHODS FOR BREEDING HOMOGENEOUS VARIETIES OF VARIOUS CROSS-POLLINATING CROPS, BASED ON THE PRINCIPLES OF POPULATION-GENETICS	NOVENYTERMELES																															0546-8191						1980	29	3					203	214																WOS:A1980KL40700002
J	HARRISON, SP; YOUNG, JPW; JONES, DG				HARRISON, SP; YOUNG, JPW; JONES, DG			RHIZOBIUM POPULATION-GENETICS - EFFECT OF CLOVER VARIETY AND INOCULUM DILUTION ON THE GENETIC DIVERSITY SAMPLED FROM NATURAL-POPULATIONS	PLANT AND SOIL																	Young, Peter/C-1446-2012	Young, Peter/0000-0001-5259-4830													0032-079X	1573-5036					1987	103	1					147	150		10.1007/BF02370682	http://dx.doi.org/10.1007/BF02370682													WOS:A1987K725500022
J	NOZAWA, K				NOZAWA, K			POPULATION GENETICS OF FARM ANIMALS .2. STATISTICAL ANALYSES ON POLYMORPHIC POPULATIONS OF GOATS IN SOUTHWESTERN ISLANDS OF JAPAN	JAPANESE JOURNAL OF GENETICS																															0021-504X						1970	45	1					45	&		10.1266/jjg.45.45	http://dx.doi.org/10.1266/jjg.45.45													WOS:A1970G213300005
